,source,reference,translation,metric
131,"V květnu agentura zveřejnila výsledky 581 testů a uvedla, že ve 442 případech byla zjištěno, že „dotazovaná osoba je 18 let či starší“.","In May, the agency released the results of 581 tests and said that in 442 cases it was found that ""the person interviewed is 18 years or older.""","In May, the agency released the results of 581 tests and said that there were 442 instances that ""suggest the person examined is 18 years or older.""",0.6339243054389954
132,"Indonéský prezident Joko Widodo, kterému se přezdívá Jokowi, v rámci své prezidentské kampaně v roce 2014 sliboval řešení nerovnoprávnosti a porušování práv.","Indonesian President Joko Widodo, nicknamed Jokowi, in his 2014 presidential campaign promised a solution to non-equality and rights violations.","Indonesian President Joko Widodo, popularly known as Jokowi, vowed to address the inequalities and rights abuses in Papua during his election campaign in 2014.",0.5381354689598083
133,"Odhalil také plány pro další jednání, která se uskuteční tento měsíc se starosty Libye na téma ekonomické rozvojové iniciativy, stejně jako se zástupci Čadu, Nigeru a Mali ohledně opatření ke snížení počtu migrantů, jež opouští tyto země v naději o dosažení Evropy.","He also revealed plans for further talks to take place this month with the mayor of Libya on an economic development initiative, as well as with representatives of Chad, Niger and Mali over measures to reduce the number of migrants leaving those countries in the hope of reaching Europe.","He revealed plans for further talks this month with Libyan mayors on economic development initiatives and with Chad, Niger and Mali on measures to reduce the number of migrants leaving those countries in the hope of reaching Europe.",0.2752340734004974
134,"Levandule láká turisty a olej, který se z nich vyrábí, je důležitou složkou parfémů a kosmetiky.","Lavender attracts tourists, and the oil produced from them is an important component of perfumes and cosmetics.","As well as attracting holidaymakers, lavender oil is highly sought after for perfume and cosmetics.",0.3887914419174194
135,"Svoboda projevu, nesouhlas a zastrašování leží v samotných základech našeho národa.","Freedom of speech, dissent and intimidation lie within the very foundations of our nation.","Freedom of speech, dissent and discourse lie at the very foundation of our nation.",0.6008826494216919
136,"Podle ministerstva obrany činí hodinová cena za fiskální rok 2017, náhrady výdajů DoD za VH-3D 24 380 $ za letovou hodinu.","According to the Department of Defense, the hourly price for fiscal 2017, reimbursement of DoD expenses for VH-3D is $24380 per flight hour.","But according to Department of Defense hourly rates for fiscal year 2017, the DoD reimbursement rate for the VH-3D is $24,380 per flight hour.",-0.1747024357318878
137,"Účel byl prostý, ukázat se veřejnosti a představit svůj hudební videoklip k písni Sara, jehož křtu se zhostili právě jmenované osobnosti.","The purpose was simple, to show himself to the public and to present his music video to the song Sara, whose baptism was hosted by just-appointed personalities.","The purpose was simple, to show himself to the public and to introduce his music video for the song Sara, which was launched by the aforementioned celebrities.",-0.2723589241504669
138,"„Protože jakmile věci nedotáhnete do konce, zaměstnanci si začnou klást otázku: ‚Slyšeli mě vůbec?","""Because once you don't get things done, employees start asking themselves,"" Did they hear me at all?","""Because if you don't follow through, employees will wonder, 'Did you really hear me?",0.1112773492932319
139,"A pak je zde sexuální robotická žena Roxxxy Gold společnosti True Companion, která je dodávána s předem naprogramovanými osobnostmi, včetně „frigidní Farrah“, která se vyznačuje stydlivou povahou a „divoké Wendy“ s „dobrodružnou“ povahou.","And then there's the sex robot woman Roxxxy Gold company True Companion, which is delivered with pre-programmed personalities, including ""frigid Farrah,"" which features a shy nature and ""wild Wendy"" with an ""adventurous"" nature.","Then there are the Roxxxy Gold sex robots, developed by True Companion, which come with pre-programmed personalities, including ""Frigid Farrah"" that gives the impression of shyness and ""Wild Wendy"" with an ""adventurous"" personality.",0.4025231599807739
140,"Jak všichni uvedli, jejich komentáře byly zdvořilé a ohleduplné, ne rouhavé.","As everyone reported, their comments were polite and considerate, not profane.","They all said that their comments were respectful, thoughtful and not profane.",-0.036770224571228
141,"„Uvádět náklady daňových poplatníků na základě odhadů za náhrady výdajů je velmi zavádějící,“ řekla k celé věci Waltersová.","""Putting the cost to taxpayers based on estimates for reimbursement of expenses is very misleading,"" Walters said of the whole thing.","""To place a cost to taxpayers based on the reimbursement rate estimates is highly misleading,"" Walters said.",0.2421183586120605
142,Jeden z příslušníků proti němu obrátil svou zbraň a z bezprostřední blízkosti spustil palbu.,One of the members turned his weapon against him and opened fire at close range.,"One of the members turned his weapon against him, firing a shot from the immediate vicinity.",0.3146306276321411
143,Turisté vyjednávají o příkopu a návratu do ‚Milionářské čtvrti',Tourists negotiate for ditch and return to 'millionaire neighborhood',"Travellers negotiate trench, return to 'Millionaire's row'",-0.6473497152328491
144,"Kritiky se dočkala také lékařská metoda určení věku, která zahrnuje rentgen zubů moudrosti a MRI sken kolenních kloubů, jež následně posuzují zubaři a rentgenologové.","There was also a medical method of determining age, which includes an X-ray of wisdom teeth and an MRI scan of the knee joints, which are subsequently assessed by dentists and X-ologists.","The method of medical age assessment, which consists of taking X-rays of wisdom teeth and MRI scans of knee joints, then having dentists and radiologists analyse them, has also been criticised in some quarters.",-0.0711145475506782
145,"""Otázkou je, co na to šéf,"" řekl Blesku.","""The question is, what does the boss have to say about it,"" he told Lightning.","""It's question of being a chef,"" he told Blesk.",0.3837259709835052
146,"Soudní spisy uvádí, že Colin vlastní nemovitosti v hodnotě 316 milionů dolarů, zatímco Paul spravuje nemovitosti za 176 milionů dolarů.","The court filing states that Colin owns properties worth $316 million, while Paul manages the properties for $176 million.",A court filing says this translates to Colin owning property worth $316 million and Paul $176 million.,0.5593209862709045
147,Krátká chodba je opatřena zrcadly na obou stranách a vypadá tak delší.,The short hallway is fitted with mirrors on both sides and looks so long.,A short corridor is mirrored at both ends to make it appear longer.,-0.9700096845626832
148,"Dnes provozuje v pražské Benediktské ulici butik Intimity, kde prodává erotické pomůcky způsobem, jakým jsou obyčejně nabízeny luxusní kabelky nebo boty.","Today, she runs a boutique of intimacy in Prague's Benedict Street, where she sells erotic aids in the way luxury handbags or shoes are usually offered.","Today he runs the Intimity boutique in Prague's Benediktská ulice, where he sells sex toys in the way luxury handbags or shoes are often presented.",0.1670393645763397
149,"""Místo zásahu jsme předali majiteli, až do zítřejších 8:00 ho bude hlídat jednotka dobrovolných hasičů,"" řekl dnes Holomčík.","""Instead of intervention, we have handed over to the owner, until 8: 00 tomorrow, he will be guarded by a unit of volunteer firefighters,"" Holomcek said today.","""The handed over the site of the incident to the owners, and it will be watched over by a volunteer fire brigade until 8:00 tomorrow,"" Holomčík said today.",0.3395364582538605
150,"Je pro vás povzbuzení, že už jste odehrál části dvou zápasů po sobě?",Is it a boost to you that you've already played parts of two games in a row?,Is it encouraging for you to have played for part of two matches in a row?,-0.1275315284729004
151,"„Všude kolem byla spousta lidí a hodně se střílelo,“ dodal k tomu.","""There were a lot of people around and there was a lot of shooting,"" he added.","""It was crowded, many shots were fired,"" he adds.",0.7719352841377258
152,"V praxi to znamená, že kalifornští profesoři nesmějí mít cesty na vědecká sympozia například v Texasu proplaceny od svých univerzit, protože ty jsou spolufinancovány státem Kalifornie.","In practice, this means that California professors may not have trips to scientific symposia, for example, in Texas reimbursed from their universities, because they are co-financed by the state of California.","In practice, this means that Californian professors are not allowed to travel to scientific symposiums in Texas with funding from their universities, for example, because they are co-financed by the state of California.",0.1569590270519256
153,"""Nedávné atentáty ukázaly, jakou hrůzu mohli obžalovaní způsobit, pokud by nebyli zastaveni,"" uvedla zástupkyně prokuratury Sue Hemmingová.","""Recent assassinations have shown what horror the defendants may have caused if they were not stopped,"" said deputy prosecutor Sue Hemming.","""Recent attacks have shown the panic the defendants could have caused if they had not been stopped,"" said Sue Hemming from the prosecutor's office.",0.5384277105331421
154,V tomto směru jsem nekompromisní.,I am uncompromising in that direction.,I'm not willing to compromise in that regard.,-0.3865690231323242
155,Maximálně jsou prý lidé rozpačití.,Most people are said to be embarrassed.,"At most, people are embarrassed.",0.207950547337532
156,"Původní cena nemovitosti byla 21,5 milionu liber, konečná cena klesla na 13 milionů liber.","The original property price was £21.5million, the final price dropped to £13 million.","The original price of the property was £21.5 million, but the final price dropped to £13 million.",0.577987015247345
157,"Obchodování s drogami v Sinaloae je „způsob života“, řekl Valdez v říjnu loňského roku v rozhovoru pro Rompeviento TV.","Drug trafficking in Sinaloae is ""a way of life,"" Valdez said in an interview for Rompeviento TV in October last year.","Drug trafficking in Sinaloa ""is a way of life,"" he said last October, in an interview with Rompeviento TV.",-0.0617790855467319
158,O Láďově kulinářském umění si myslí své.,He thinks of Love's culinary art.,He has his own thoughts on Láďa's cooking.,-0.7978671789169312
159,A chleba je stejně nedosažitelný.,And bread is equally unattainable.,Bread is just as out of reach.,0.1845047622919082
160,"Goldmacher k tomu dodal, že tehdejší náčelník štábu Reince Priebus a tajemník Bílého Domu Rob Porter „se snažili implementovat systém ke správě a dokumentaci informací, které prezident Trump obdrží“.","Goldmacher added that then-Chief of Staff Reince Priebus and White House press secretary Rob Porter ""were trying to implement the system to manage and dossier the information that President Trump receives.""","Goldmacher added that then-chief of staff Reince Priebus and White House staff secretary Rob Porter ""have tried to implement a system to manage and document the paperwork Trump receives.""",0.073173739016056
161,"Seriál „First Day of Camp“ fungoval překvapivě dobře - nejen díky absurdnímu humoru (příkladem může být příběh o vzniku mluvící plechovky se zeleninou, kterou namluvil H. Jon Benjamin).","The series ""First Day of Camp"" worked surprisingly well - not just thanks to the ludicrous humor (an example may be the story of the emergence of a talking can of vegetables spoken by H. Jon Benjamin).","""First Day of Camp"" worked surprisingly well, not just because of its absurdist humor (it included an origin story for a talking can of vegetables, voiced by H. Jon Benjamin).",-0.0282247476279735
162,"Mnoho z nich se připojilo k Hnutí za osvobození Papuai (OPM) - armády vzbouřenců, který chrání práva Papuánců tím, že útočí a unášejí indonéské policisty.",Many of them joined the Papuai Liberation Movement (OPM) - an army of rebels that protects the rights of Papuans by attacking and kidnapping Indonesian policemen.,"Many joined the Free Papua Movement (OPM), the rebel army that claims to defend the rights of the Papuans by launching sporadic attacks and kidnapping raids on Indonesian soldiers.",0.1561950594186782
163,"„Požaduji okamžité řešení tohoto problému, aby se nikdy nemohl opakovat,“ řekl.","""I demand an immediate solution to this problem so that it can never be repeated,"" he said.","""I want this case to be solved immediately so it won't ever happen again in the future,"" he said.",0.3320621252059936
164,Násilí neustává a těla se vrší na hromadu napříč celou zemí; novinářů mezi nimi neustále přibývá: podle Výboru na ochranu novinářů je jich alespoň 25 od nástupu prezidenta Enrique Pena Nieta k moci v prosinci 2012; 589 novinářů je pod federální ochranou po útocích a hrozbách; a ve všech sedmi státech jich bylo letos zabito sedm.,"Violence does not stop and bodies are piled up across the country; journalists are constantly growing among them: According to the Committee to Protect Journalists, there are at least 25 since President Enrique Pena Nieto came to power in December 2012; 589 journalists are under federal protection after attacks and threats; and in all seven states, seven have been killed this year.","There is no respite from the violence, and as bodies pile up across the country, more and more of them are journalists: at least 25 since President Enrique Pena Nieto took office in December 2012, according to the Committee to Protect Journalists; 589 under federal protection after attacks and threats; and so far this year, at least seven dead in seven states.",0.3273845016956329
165,Koaliční záležitosti jako ČEB nebo EGAP nefungovaly.,Coalition issues like ČEB or EGAP did not work.,Coalition issues like CEB or EGAP did not work.,-0.3297535479068756
166,"Hodnota jeho majetku je odhadována na 1,59 miliardy dolarů.",The value of his estate is estimated at $1.59 billion.,He's worth about $1.59 billion.,0.5071911215782166
167,"Nechápu třeba, proč jsme se nedokázali dohodnout na tom, že se zvýší jen platy učitelů, zaměstnanců v kultuře a sociálních službách.","I do not understand why we have failed to agree that only the salaries of teachers, staff in culture and social services will increase.",I do not understand why we have not even been able to agree on increasing wages for teachers and workers in the cultural and social services.,0.4501608908176422
168,Ale nesnažil se kritiky umlčet.,But he didn't try to silence the critics.,But he did not silence his critics.,0.5935572981834412
169,"Cílem metody je přesnější posouzení uchazečů v rámci vyhodnocování žádostí o azyl. K opatření bylo přistoupeno poté, co byla Švédská migrační agentura (Migrationsverket) kritizována za selhání při určování správného věku některých uprchlíků, kteří lhali o svém věku.",The aim of the method is a more accurate assessment of candidates in the evaluation of asylum applications.,They are designed to make age assessment during the asylum process more accurate after the Swedish Migration Agency (Migrationsverket) was criticized for failings in assessing the correct age of some refugees claiming to be underage.,-0.200384721159935
170,"V e-mailu dále stálo, že pokud dojde ke zpoždění při odletu z Bílého Domu, bude vyslána náhradní posádka pro zpáteční let kvůli nařízením o pracovní době.","In an email, it further said that if there was a delay in taking off from the White House, a replacement crew would be sent for the return flight because of working-time regulations.","The note adds that should the departure from the White House be delayed, a second aircrew would be needed for the return flight due to duty-hour restrictions.",0.2325408160686493
171,Hra je strašně upracovaná.,The game is so worked up.,The match was terribly overworked.,-0.0932676643133163
172,Útok na konvoj v Kábulu: vojáci NATO byli zabiti při sebevražedném výbuchu,Kabul convoy attack: NATO soldiers killed in suicide blast,Kabul convoy attack: Nato soldier killed in suicide blast,-0.5516058206558228
173,O pozornost pánů a přítomných fotografů tak rozhodně neměla nouzi.,She certainly had no need for the attention of the gentlemen and the photographers present.,She was certainly not lacking the attention of the gentlemen and photographers present.,-0.5121389031410217
174,Návrh zákona bude brzy předložen Kongresu.,The bill will be submitted to Congress soon.,The draft law is due to be discussed in the two chambers of Congress.,-0.1026625409722328
175,"Ačkoliv má stát v ČEZ majoritu, nikdy ho neřídil, byl tam jen do počtu, což je špatně.","Although the state has a majority in CEZ, it has never driven it, it has only been there in numbers, which is wrong.","Even though the state has a majority in ČEZ, it never directed it. It just served as a makeweight, which is wrong.",0.1100253313779831
176,"„Zítra se přihlásím k republikánům,“ dodal Justice.","""I'm going to sign up for Republicans tomorrow,"" Justice added.","""So tomorrow, I will be changing my registration to Republican,"" Justice added.",0.2642314434051513
177,Vraťme se k vaší snaze řídit stát jako firmu.,Let's go back to your quest to run the state as a firm.,Let's go back to your attempt to run the state as a business.,0.4843100011348724
178,Záznamy jednotky uvádějí čas 30 minut ze základny Marine Corps Air Facility Quantico ve Virginii a zpět.,The unit's records list a time of 30 minutes from Marine Corps Air Facility Quantico in Virginia and back.,Unit records record the aircraft flight time as 30 minutes each way from its home base at Marine Corps Air Facility Quantico in Virginia.,0.6413965225219727
179,"Třeba se ukáže, že je efektivnějším manažerem než Priebus, ale Trumpova impulzivnost se jen tak nevytratí a jeho pomocníci stále soupeří o moc.","He may turn out to be a more effective manager than Priebus, but Trump's impulsiveness doesn't just go away, and his aides are still vying for power.","Perhaps he will prove a more effective manager than Priebus, but Trump is still his impulsive self, and his aides are still vying for influence.",0.2362955510616302
180,"Pokud stanete v čele vlády, budete usilovat o výměnu vedení ČEZ, České televize nebo Všeobecné zdravotní pojišťovny, tedy institucí, které kritizujete?","If you are at the head of the government, will you seek to exchange the leadership of CEZ, Czech Television or General Health Insurance, the institution you criticise?","If you become the head of government, will you go after the leadership of ČEZ, České televize (Czech Television) or Všeobecné zdravotní pojišťovny, which are the institutions that you criticise?",0.1589668095111847
181,1. oddělej kryt.,1. remove the cover.,1. Remove the cover.,0.8151918053627014
182,"V úterý jich hasiči v celém Česku likvidovali 108, tedy dvojnásobek dlouhodobého denního průměru.","On Tuesday, firefighters across the Czech Republic destroyed 108, double the long-term daily average.","On Tuesday, firefighters throughout the Czech Republic extinguished 108, which is twice the daily average.",0.6303057670593262
183,"Rodiny ztraceného páru žily v nejistotě, že se nedozví, co se páru stalo.",The families of the lost couple lived in the uncertainty of not knowing what had happened to the couple.,The families of the missing couple lived not knowing whether they would ever find out what happened to them.,0.3580107092857361
184,"Jedná se o první varování svého druhu, které organizace vydala pro stát USA.",This is the first warning of its kind the organisation has issued for the US state.,It is the first such warning that the organization has issued for a state in the US.,0.0490180924534797
185,"Trump nařídil kontrolu v únoru poté, co prezidentské letadlo pojíždělo v pozadí při jeho první prvním shromáždění v rámci kampaně v Melbourne na Floridě. Jeho Twitter účet je zahlcen stížnostmi o používání prezidentského letadla jeho předchůdci.","Trump ordered scrutiny in February after a presidential plane taxied in the background at his first-ever rally during a campaign rally in Melbourne, Florida.... His Twitter account is overwhelmed with complaints about the use of the presidential plane by his predecessor.","Trump drew scrutiny in February when the presidential airplane taxied to the backdrop of his first campaign rally in Melbourne, Fla., and his Twitter account is flush with messages complaining about his predecessor's use of the presidential aircraft.",0.38967165350914
186,Šlo podle něj o úmyslný trestný čin.,He said it was an intentional offence.,"In his view, it was a deliberate crime.",0.6614916920661926
187,"Vyvětráme ráno po 6. hodině, zavřou se okna a máme na jižních stranách žaluzie, kterými se chráníme.","We wind up the morning after 6: 00, the windows close, and we have blinds on the south sides that we protect.",We ventilate in the morning around 6:00. We close the windows and we have blinds on the southern sides that protect us.,0.2993415296077728
188,"""Jsi horší než já,"" žertoval Trump.","""You're worse than me,"" Trump joked.","""You're worse than me,"" joked Trump.",-0.7436583638191223
189,"Podívejte, jak se ty zprávy projednávají, na ten super mocenský pakt Sobotka Kalousek, který vždy fungoval.","Look at how those reports are handled, the super power pact of Sobotka Kalousek, which has always worked.","Look at how the news handled the Sobotka-Kalousek super-pact, which always worked.",-0.1832406669855117
190,"Britský soud ve čtvrtek poslal na doživotí za mříže čtyři členy islamistické buňky, která si říkala Tři mušketýři a podle prokuratury plánovala teroristický útok proti policii a armádě.","A British court on Thursday sent to life behind bars four members of an Islamist cell calling itself the Three Musketeers and, according to the Crown Prosecution Service, planned a terrorist attack against police and the military.","On Thursday, the British court issued life sentences to four members of the Islamist cell that called itself Three Musketeers, which planned a terrorist attack against the police and the army.",0.3127401769161224
191,"Kdyby tam měl můj obličej, tak bych se hodně smál.","If he had my face in there, I would have laughed a lot.","If my face was there, I would laugh a lot.",-0.7130417227745056
192,"Kdybych mohla kolotoč hodnotit, zasloužil by si maximum bodů. Nikdo se však naštěstí neptá.","If I could evaluate the carousel, he would earn maximum points.","If I could have rated the carousel I would have given it full marks, but thankfully nobody asked.",-0.6883094906806946
193,"Moderní Facebook éra nám dovoluje snadno spravovat příspěvky tím, že zablokujeme kritiky nebo smažeme negativní komentáře.",The modern Facebook era allows us to easily manage contributions by blocking critics or deleting negative comments.,The Facebook era makes it easy to tailor a message by simply blocking a critic or deleting a negative comment.,0.2972747981548309
194,"Přinášejíc koně, děti a armádu karavanů, turisté se vrací poté, co byli vykázáni v květnu. Nezalekli se ani příkopu, který byl na místě vykopán na základě nařízení úřadů s cílem zabránit jejich vpádu.","Bringing horses, children and an army of caravans, tourists return after being banished in May.","Bringing horses, babies and an army of vans, they have returned after being kicked out only in May, undeterred by a moat dug by the council to prevent their incursions.",-0.7476711273193359
195,"Přijde si pro něco hezkého, kvalitnějšího, čím by si doplnila partnerský život, nebo sama pro sebe."" O to, aby se vrátila, se Martin Ráž se svým obchodním partnerem Zdeňkem Šebelkou starají tak, že se u každého produktu přesvědčují, zda je dokonale funkční.","She will come for something nice, better, to complete her partner's life, or to herself. ""For her to come back, Martin Raj and his business partner, Vienna Shebelka, are looking after each product to see if it is perfectly functional.","They come for something nice and high quality, either for a fulfilling life with partner or just for themselves. To ensure that these customers keep coming back, Martin Ráž and his business partner Zdeňek Šebelka take care to check every product to make sure it's actually functional.",-0.2760798037052154
196,"Tehdy byl Toman ve vydávací vazbě v Argentině, kde se podle usnesení nacházel i v době rozhodování ÚS.","At the time, Toman was in custody in Argentina, where, according to the resolution, he was also at the time of the CPVO's decision.","Toman was in custody in Argentina, where he was found at the time of the decision by the Constitutional Court.",-0.7895544171333313
197,Trump se nakonec se svým mexickým protějškem poprvé setkal na červencovém summitu G20 v Hamburku.,Trump eventually met with his Mexican counterpart for the first time at the July G20 summit in Hamburg.,Trump finally met his Mexican counterpart for the first time at the G20 summit in Hamburg in July.,-0.7611925601959229
198,Proč jim to nesplnit.“,"Why not meet them. ""","Let's give them that.""",0.9392687082290648
199,"31. května zabil velký výbuch v centru města více než 150 lidí. Jedná se o nejsmrtelnější militantní útok v zemi od té doby, co americké jednotky svrhly vládu Tálibánu v roce 2001.","On May 31, a large explosion in the city centre killed more than 150 people.... This is the deadliest militant attack in the country since U.S. troops toppled the Taliban government in 2001.","On 31 May, a huge bombing in the centre of the city killed more than 150 people, the deadliest militant attack in the country since US-led forces ousted the Taliban from power in 2001.",-0.0191589388996362
200,Nic takového v případě hnutí ANO nehrozí.,There is no such thing in the case of the YES movement.,Nothing of the sort applies to the ANO movement.,0.4134020209312439
201,Několik minut před sebevraždou mu napsala: „Musíš to udělat Conrade“ a „Stačí jen nahodit generátor a budeš svobodný a šťastný“.,"A few minutes before the suicide, she wrote to him, ""You've got to do it Conrad"" and ""You just kick the generator and you'll be free and happy.""","In the moments before his suicide, she wrote: ""You need to do it, Conrad"" and ""All you have to do is turn the generator on and you will be free and happy.""",0.1064406633377075
202,"Více než tři procenta respondentů vědomě proneslo přes ostrahu ostrý předmět, zatímco 2,2 procenta dotázaných žen a 3,7 procenta dotázaných mužů rovněž přiznalo, že úmyslně pronesli na palubu letadla zakázané drogy.","More than three percent of respondents knowingly carried a sharp object through security, while 2.2 percent of the women surveyed and 3.7 percent of the men surveyed also admitted that they deliberately carried banned drugs on board the aircraft.","More than 3 per cent admitted knowingly carrying bladed items past security, while 2.2 per cent of female respondents and 3.7 per cent of male respondents also acknowledged intentionally carrying prohibited drugs onto the aircraft.",-0.241913691163063
203,"Přesto neustává ve své snaze, ke které se zavázala od chvíle, co před třemi lety vyrazila do ulic Fergusonu.","Yet she does not stop in her quest, which she has committed to since she took to the streets of Ferguson three years ago.","Still, she clings to a chant she's committed to memory since taking to Ferguson's streets a full three years ago.",0.2419759184122085
204,"Když se rozhodla požádat mobilním telefonem o pomoc policisty, měla posledních 12 procent baterie.","When she decided to ask a mobile phone for help from a police officer, she had the last 12 percent of the battery.","When she decided to call the police with her mobile phone, she had just 12 percent of battery left.",0.0852946192026138
205,Zavražděnou je modelka Sally Anne Bowman.,Murdered is model Sally Anne Bowman.,The victim is model Sally Anne Bowman.,0.3675301969051361
206,Se stejnou nemocí bojuje nyní už v ústavu i herečka Květa Fialová.,"With the same disease, the actress Ktheorem Fiala is now fighting in the institution.",The actress Květa Fialová is currently struggling against the same disease in a home.,-0.8664059042930603
207,"Odvedla opravdu obrovský kus práce tím, že v rámci České republiky i v zahraničí odprezentovala přesně to, co se snažíme prezentovat my - že se erotické pomůcky dají dělat jinak, hezky, s příběhem.","She has done a great deal of work by presenting, within the Czech Republic and abroad, exactly what we are trying to present - that erotic aids can be done differently, nicely, with a story.","She did a really great job by presenting exactly what we are trying to present in the Czech Republic and abroad - that erotic aids can be made differently and nicely, with a story.",0.1350808143615722
208,V prosinci 2014 někdo u Christopherosových zaklepal na dveře.,"In December 2014, someone at the Christopheros knocked on the door.","In December 2014, someone at knocked on the Christopheros' door.",0.3729517757892608
209,"Z výsledků vyšetřování, které zahájilo vedení mrakodrapu Torch po požáru v roce 2015 vyplynulo, že nejvíce bylo poškozeno obložení a externí panely použité k dekoraci nebo izolaci.",The results of an investigation launched by the management of skyscraper Torch after a fire in 2015 showed that the most were damaged linings and external panels used for decoration or insulation.,"An investigation by the management of the Torch after its 2015 fire found that most of the damage was to the cladding, exterior panelling used for decoration or insulation.",0.5119572877883911
210,Asi po dvou hodinách se podle sdělení civilní obrany podařilo požár dostat pod kontrolu.,"After about two hours, according to the Civil Defense Communication, they managed to bring the fire under control.","The fire was under control after about two hours, according to civil defence reports.",0.4711416661739349
211,Republikáni v kongresu tlačí na obšírnější přepis ozonových pravidel.,Republicans in Congress are pushing for a more sweeping rewrite of ozone rules.,Republicans in Congress are pushing for a broader rewrite of the ozone rules.,0.5932355523109436
212,"Eric Chaisse, odborník zemědělského výzkumného ústavu CRIEPPAM v Provence uvedl: „Pěstování levandulí v Provence je ohroženo, protože v posledních několika letech byla tato rostlina vystavena změnám klimatu, které s sebou přináší méně srážek na jaře a na podzim.","Eric Chaisse, an expert at agricultural research institute CRIEPPAM in Provence, said: ""Growing lavender in Provence is at risk because over the past few years this plant has been exposed to climate change, bringing with it less rainfall in the spring and autumn.","Eric Chaisse, an expert at the Provence-based agricultural research institute CRIEPPAM, said: ""Lavender in Provence is effectively endangered, because in recent years the plant has been subjected to the effects of climate change that brought a lot less rain in the spring and mostly in the autumn.",0.2056451886892318
213,"Od loňského zatčení Guzmána a jeho lednového vydání do Spojených států se Sinaloa stala jedním z nejkrvavějších bojišť země, jak se soupeřící frakce snaží zaplnit prázdné místo.","Since Guzmán's arrest last year and his January extradition to the United States, Sinaloa has become one of the country's bloodiest battlegrounds, as rival factions try to fill an empty seat.","Since Guzman's arrest last year and extradition to the United States in January, Sinaloa has been one of the country's bloodiest battlegrounds as rival factions fight to fill the vacuum.",0.3678875863552093
214,Javánské kantýny prodávají smažené kuře a gado-gado neboli směs zeleniny s arašídovou omáčkou.,"Jamaican canines sell fried chicken and gado-gado, or a mix of vegetables with peanut sauce.",Javanese warung canteens sell fried chicken and gado-gado mixed-vegetables served with peanut sauce.,0.447117805480957
215,Narazila jsem na tento byt v Earls Court a měl stejnou výšku stropu.,I ran into this apartment in Earls Court and had the same ceiling height.,I was shown this apartment in Earls Court and it had the same high ceilings.,0.2338964492082595
216,"""Ono to není jen tak,"" sdělila mu.","""It's not just that,"" she told him.","""That is not the case,"" she told him.",0.5844811201095581
217,"Pokud by byl zákon v budoucnu přijat, stát by vynaložil na podporu brannosti řádově stovky milionů korun.","If the law were adopted in the future, the state would spend hundreds of millions of crowns to support the goal.","Were the law to be adopted in the future, the state would spend hundreds of millions of crowns to support its defence.",0.3271636962890625
218,Starostové si ke své nové akvizici mohou vzájemně gratulovat a Babiš si mnout ruce.,"The mayors can congratulate each other on their new acquisition, and Babiš will rub their hands.",The Starostové can congratulate themselves for their new acquisition and Babis is rubbing his hands.,0.1474786549806594
219,"Můžeme jim děkovat, že dorazili.",We can thank them for having arrived.,We can thank them for coming.,0.1417326629161834
220,Je intimní.,It's intimate.,It's intimate.,0.9545990228652954
221,Podle neoficiálních zpráv při útoku v městském okrese Qarabagh zemřeli také tři civilisté.,"According to unofficial reports in the attack in the city's Qarabagh district, three civilians also died.",Unconfirmed local reports say three civilians also died in the incident in the city's Qarabagh district.,-0.4629770815372467
222,Účetní uzávěrky za aktuální finanční rok nebyly dosud zveřejněny.,The accounts for the current financial year have not yet been disclosed.,Accounts for the last financial year are yet to be published.,0.6636695861816406
223,Nepovolená agitace.,Unauthorised agitation.,Illegal agitation.,-0.8548266291618347
224,"Vojenský důstojník Bílého Domu vydal fragmentární rozkaz neboli FRAGO a zažádal o přítomnost helikoptéry necelých 36 hodin před přistáním helikoptéry na South Lawn v rámci „mimořádné“ události, uvedly záznamy Marine Helicopter Squadron One (HMX-1) - jednotky odpovědné za správu helikoptéry.","A White House military officer issued a fragmentation order, or Frago, and applied for a helicopter presence less than 36 hours before landing a helicopter on the South Lawn as part of an ""extraordinary"" event, said Marine Helicopter Squadron One (HMX-1) - the units responsible for helicopter management.","The White House Military Office requested the helicopter's presence in a fragmentary order, or FRAGO, barely 36 hours before the helicopter landed on the South Lawn for the ""unusual"" event, according to the records of Marine Helicopter Squadron One (HMX-1), the unit responsible for operating the helicopter.",0.2778842449188232
225,"Zároveň dochází ke zvyšování nákladů automobilek na instalaci zařízení k neutralizaci plynů vydávaných dieselovými motory, což znesnadňuje konkurenceschopnost automobilů.","At the same time, there is an increase in the cost of cars to install equipment to neutralise the gases emitted by diesel engines, which makes cars more competitive.","The cost to automotive companies of installing equipment to neutralize the fumes emitted by diesel vehicles is also increasing, making it difficult to keep the price of the cars competitive.",0.4013935327529907
226,"„Děkuji klubu, že mi pomohl získat tři ze čtyř hráčů,“ dodal.","""I thank the club for helping me get three out of four players,"" he added.","""To get three out of four I thank the club for that,"" he added.",0.8836262822151184
227,Takže muž v dobré víře zvolí třeba zbytečně velký vibrátor.,So a bona fide man chooses an unnecessarily large vibrator.,"So although they have good intentions, men usually choose an unnecessarily big vibrator.",0.0532407499849796
228,"Jedna z možných variant předpokládá, že by vznikl nový úřad, který by měl na starosti administrativu a koordinaci projektu.",One possible option assumes that there would be a new authority in charge of the administration and coordination of the project.,One of the possible options envisage a new office that would be created to administer and coordinate the project.,0.3584932386875152
