source,reference,translation,metric
Grönlund said that the ship will also be a few hours late when returning from Tallinn.,"Grönlund sanoi, että alus on myös pari tuntia myöhässä, kun paluu Tallinnasta.","Grönlund sanoo, että laiva myöhästyy myös Tallinnan paluumatkalta pari tuntia.",0.07916480498632636
"They even created a comic book, Suppressed Images, illustrated by Shoili Kanungo, that envisioned a future where the president would commute Chelsea's sentence and she'd be able to see the exhibition in person.","He jopa luonut sarjakuva, Tukahdutetaan Kuvia, kuvittanut Shoili Kanungo, joka visioi tulevaisuutta, jossa presidentti olisi työmatka Chelsea on lause, ja hän voi nähdä näyttely henkilö.","He jopa tekivät yhdessä Suppressed Images -sarjakuvakirjan, jonka kuvitti Shoili Kanungo. Siinä kuvattiin tulevaisuutta, jossa presidentti olisi lieventänyt Chelsean tuomiota ja hän pääsisi katsomaan näyttelyä.",0.03738951747170204
"When Rhodes arrived a decade later, staff were only starting to tackle the archive, which he describes as ""hundreds of years of aristocrats going: 'Oh, stick it in the loft'.""","Kun Rhodes saapui kymmenen vuotta myöhemmin, henkilökunta oli vain alkaa puuttua arkisto, jossa hän kuvailee ""satoja vuosia aristokraattien menossa: 'Oi, laita se parvi'.""","Kun Rhodes saapui paikalle kymmenisen vuotta myöhemmin, säätiön henkilökunta oli vasta aloittamassa arkiston läpikäyntiä. Rhodes kuvailee, että arkistoja oli pidetty satoja vuosia samalla menetelmällä: viemällä kaikki ylimääräinen ullakolle.",-0.13880405852404354
"The most popular cloud services, such as Amazon AWS, Microsoft Azure and Alibaba Cloud, offer MariaDB to their customers.","Suosituin pilvi palvelut, kuten Amazon AWS, Microsoft Azure ja Alibaba Cloud, tarjota MariaDB asiakkailleen.","Suosituimmat pilvipalvelut, kuten Amazonin AWS, Microsoftin Azure, Alibaban Cloud, tarjoavat asiakkailleen MariaDB:tä.",1.361891857153336
Their purpose is to ensure that the appointment event stays safe.,"Niiden tarkoituksena on varmistaa, että tapaaminen tapahtuma pysyy turvassa.",Joukkojen on tarkoitus varmistaa nimittämistilaisuuden turvallisuus.,-0.9813700906790847
"The play begins with Malcom shouting and shoving Hester, livid that he's been sleeping with his wife, Dorothy.","Pelata alkaa Malcom huutaen ja työntämään Hester, raivoissaan, että hän on nukkunut vaimonsa kanssa, Dorothy.","Esitys alkaa kohtauksella, jossa Malcom huutaa ja tönii Hesteriä. Hän on raivoissaan siitä, että Hesterillä on ollut suhde Dorothyyn.",-0.6317145862214305
Monty Widenius spends half his time coding in Kauniainen to keep the internet in perfect order – his database is used by Wikipedia and Google,Monty Widenius viettää puoli hänen aikaa koodaus Kauniainen pitää internet täydellisessä järjestyksessä – hänen tietokantaa käytetään Wikipedia ja Google,"Monty Widenius viettää puolet ajastaan koodaten, jotta netti pysyisi järjestyksessä - hänen kehittämäänsä tietokantaa käyttävät esimerkiksi Wikipedia ja Google",0.5650269378504663
It's pushing 11 p.m. as a throng of UCLA football players linger to chat on one side of the team's new on-campus practice fields.,Se työntää 11 p. m. koska tungos UCLA jalkapallo pelaajat viipyä keskustella toisella puolella joukkueen uusi kampuksella käytännössä kentät.,Kello on pian yksitoista illalla. Joukko UCLA:n amerikkalaisen jalkapallon pelaajia on jäänyt juttelemaan kampuksen uusien harjoituskenttien toiselle laidalle.,-1.0865108142192805
Viking Line's new fast ship stuck in port in Helsinki,Viking Line on uusi nopea laiva jumissa satamassa Helsingissä,Viking Linen uusi pika-alus jämähti satamaan Helsingissä,-0.1569167606921143
"""When a large ocean liner arrives at port, you have two to three hours to see the city.","""Kun suuri valtamerialus saapuu portti, sinulla on kaksi-kolme tuntia nähdä kaupungin.","Kun saapuu suurella risteilyaluksella, aikaa annetaan kaksi tai kolme tuntia.",-0.9210235593745577
"That is what happened in late February when someone mischievously gave the president a printed copy of an article from GotNews.com, the website of Internet provocateur Charles C. Johnson, which accused deputy chief of staff Katie Walsh of being 'the source behind a bunch of leaks' in the White House.","Tämä on mitä tapahtui helmikuun lopussa, kun joku ilkikurisesti antoi presidentti tulostettu kopio artikkeli GotNews.com verkkosivuilla Internet-provokaattori Charles C. Johnson, joka syytti sijainen esikuntapäällikkö Katie Walsh on 'lähde jälkeensä kasan vuodot' Valkoisessa Talossa.","Niin kävi helmikuun lopulla, kun joku antoi ilkikurisesti presidentille kopion nettiprovokaattori Charles C. Johnsonin perustaman GotNews.com-sivuston uutisesta, jossa syytettiin apulaishenkilöstöpäällikkö Katie Walshia useista Valkoisen talon tietovuodoista.",0.2511581553772008
"In 2015 alone, Freeport mined some $3.1 billion worth of gold and copper here.","Vuonna 2015 yksin, Freeport louhitaan noin $3,1 miljardia arvoinen kultaa ja kuparia.","Vuonna 2015 kaivos tuotti Freeportille 3,1 miljardin dollarin arvosta kultaa ja kuparia.",0.2917310105787168
"""In recent days we have begun to see light at the end of the tunnel,"" the minister said.","""Viime päivinä olemme alkaneet nähdä valoa tunnelin päässä,"" ministeri sanoi.","”Viime päivinä on alkanut näkyä valoa tunnelin päässä”, ministeri sanoi.",1.4748255950926283
She put down her phone only to return later that evening to tweets about people gathering on Canfield Drive.,Hän laittaa alas hänen puhelin vain palata myöhemmin illalla tweets noin ihmisen kokoontuminen Canfield Ajaa.,"Hän laittoi puhelimensa pois. Kun hän palasi Twitteriin myöhemmin samana iltana, siellä kerrottiin ihmisten kerääntyvän Canfield Drivelle.",-0.8918688632922537
"""I really started working to reach the top after the accident.","""En todellakaan aloittanut huipulle onnettomuuden jälkeen.",Duuni kohti huippua lähti käyntiin toden teolla vasta onnettomuuden jälkeen.,0.05327589998473131
"""I watched Renaissance Club being built, and we're seeing it come to its glory with this event,"" said Rafferty.","""Katselin Renaissance Club on rakennettu, ja näemme sen tulla komeudessaan kanssa tähän tapahtumaan,"" sanoi Rafferty.","”Seurasin Renaissance Clubin rakentamista, ja tämän tapahtuman myötä se pääsee täyteen loistoonsa”, Rafferty sanoo.",-0.37791298667301676
The actors throw off the lynching rope and wipe away tears.,Näyttelijät heittää pois lynkkaus köysi ja pyyhi pois kyyneleet.,Lynkkaajia esittäneet näyttelijät riisuvat viittansa ja pyyhkivät kyyneleitä.,-0.8333524562137702
"During interrogations, the man admitted to shooting the video, but denied being guilty of any crime.","Kuulusteluissa mies myönsi ammunta video, mutta kiisti syyllisyytensä rikokseen.","Kuulusteluissa mies on myöntänyt teon, mutta kieltänyt syyllistyneensä rikokseen.",0.58315453002884
"Eighty percent (2002) were judged to be 18 or over, while in a further 25 cases the Forensic Medicine Agency judged that the subject was ""possibly 18 or over.""","Kahdeksankymmentä prosenttia (2002) arvosteli olla 18 tai yli, kun taas vuonna edelleen 25 tapauksissa Oikeuslääketieteen Virasto katsoi, että aihe oli ""mahdollisesti 18 tai yli.""","Testatuista 80 prosentin eli 2002 turvapaikanhakijan määritettiin olevan yli 18-vuotiaita. Lisäksi oikeuslääketieteen virasto määritti 25 tapauksessa, että testattava oli ”mahdollisesti 18-vuotias tai vanhempi”.",-0.6392774140515918
"Kagame is able to run for his third term because the constitution, limiting the presidency to two terms, was amended.","Kagame on mahdollisuus ajaa hänen kolmas termi, koska perustuslain, joka rajoittaa puheenjohtajavaltion termejä muutettiin.","Kolmannelle kaudelle Kagame pääsee pyrkimään, koska presidenttiyden kahteen kauteen rajannutta perustuslakia muutettiin.",-0.8525483754322758
"""If you're not committed to creating a culture of transparency, you're going to lose people,"" Vitrano said.","""Jos et ole sitoutunut luomaan avoimuuden kulttuuri, olet menossa menettää ihmisiä,"" Vitrano sanoi.","”Jos yritys ei sitoudu luomaan läpinäkyvyyden kulttuuria, se menettää työntekijöitä”, Vitrano sanoo.",-0.49364869473417666
"This turned into a long period of illnesses, stretching to five weeks.","Tämä muuttui pitkän ajan sairauksia, venyttely viisi viikkoa.","Siitä alkoi pitkä sairastelujakso, joka venyi lähes viiden viikon mittaiseksi.",-1.391411018320672
"The U.S. Environmental Protection Agency reversed a decision to delay an Obama-era rule requiring states to curb smog-causing emissions, one day after 15 states sued the agency over the move.","US Environmental Protection Agency päinvastainen päätös viivyttää Obama-aikakauden sääntö edellyttää valtioiden hillitä savusumu-aiheuttaa päästöjä, yksi päivä sen jälkeen, kun 15 jäsenvaltion haastoi viraston yli liikkua.","Yhdysvaltain ympäristönsuojeluvirasto EPA pyörsi päätöksensä viivyttää Obaman hallintokaudella tehtyjen, savusumua aiheuttavia päästöjä vähentävien päätösten toimeenpanoa päivä sen jälkeen, kun 15 osavaltiota oli haastanut viraston oikeuteen.",-0.32258559161621514
"Some time ago, it still seemed that US-Russia relations were turning from cold to hot.","Jokin aika sitten, se tuntui silti, että YHDYSVALTAIN ja Venäjän suhteet olivat siirtymässä kylmästä kuumaan.","Vielä jokin aika sitten näytti siltä, että Yhdysvaltain ja Venäjän väliset suhteet ovat matkalla kylmästä lämpimään.",-0.47897949982392224
"Only Colin replied, by text message, to say that because the case was before the courts ""I really cannot say much.""","Vain Colin vastasi, tekstiviestillä, sanoa, että koska asia oli tuomioistuimessa, ""en todellakaan voi sanoa paljon.""","Vain Colin vastasi. Hän kertoi tekstiviestissään, ettei oikein voi kommentoida asiaa, koska sitä käsitellään oikeudessa.",-0.4501287216517422
Iuel was forced to make her Snapchat account private.,Iuel oli pakko tehdä hänen Snapchat-tili oma.,Iuelin oli pakko sulkea Snapchat-tilinsä ulkopuolisilta.,-0.25568021732950535
"""It's a stain on a history, but it's a burden on our souls.""","""Se on tahra historia, mutta se on taakka sielumme.""","”Se on historian häpeätahra, mutta ennen kaikkea se on taakka, joka painaa sieluamme.”",-0.332209737351094
"It shows Manning, emerging, King Kong-esque, from the United States Disiplinary Barracks with a speakerphone in hand.","Se osoittaa Manning, syntymässä, King Kong-herra, yhdysvalloista Disiplinary Kasarmi, jossa on kaiutinpuhelin kädessä.","Siinä Manningin hahmo kohoaa vankilasta kuin King Kong, kädessään megafoni.",-1.33464642143457
The students gathered on the pier.,Opiskelijat kokoontuivat laiturilla.,Uimakoululaiset pakkautuivat laiturille.,0.022348844508288883
"""I didn't get to defend the Extremadura Open because that was taken off the schedule the year after I won it.","""En saanut puolustaa Extremadura Auki, koska se oli otettu pois aikataulu vuosi sen jälkeen, kun voitin sen.","”En päässyt puolustamaan Extremadura Openin voittoani, koska turnaus ei kuulu tänä vuonna kiertueeseen.",-0.7905088462093655
On Monday a suicide bomber killed two people near the Iraqi embassy in Kabul.,Maanantaina itsemurhapommittaja tappoi kaksi ihmistä lähellä Irakin suurlähetystöön Kabulissa.,Maanantaina kaksi ihmistä kuoli itsemurhapommittajan iskussa Irakin suurlähetystössä Kabulissa.,1.4659181834075834
"As well as Matic, fellow new signings Victor Lindelof and Romelu Lukaku also started the game at the Aviva Stadium as Mourinho started to shape his starting XI for the start of the season.","Sekä Matic, mies uusi signings Victor Eide ja Romelu Lukaku aloitti myös pelin Aviva-Stadionin Mourinho alkoi muovata hänen alkaa XI kauden alkua.","Maticin lisäksi myös tulokkaat Victor Lindelof ja Romelu Lukaku olivat aloittamassa peliä Aviva-stadionilla, kun Mourinho alkoi viilata aloituskokoonpanoaan kauden alkua varten.",-0.3567090621569545
"Inside, the occupants reeled in fear.","Sisällä, asukkaat kelataan pelossa.",Matkustajat ovat peloissaan.,-1.5747722952205243
"The club's chairman is Nasser al-Khelaifi, a former tennis pro from Qatar.","Seuran puheenjohtaja Nasser al-Khelaifi, entinen tennis pro alkaen Qatar.","Seuran puheenjohtajana toimii entinen tennisammattilainen, qatarilainen Nasser al-Khelaifi.",1.0395040659194366
"As the company points out, however, the TSA guidelines are somewhat complicated and confusing.","Koska yhtiö muistuttaa kuitenkin, TSA ohjeet ovat hieman monimutkainen ja sekava.","Mutta kuten kyselyn tehnyt yhtiö toteaa, TSAn ohjeet ovat varsin monimutkaisia ja hämmentäviä.",-0.6613973526651786
"Maybe the two are connected?""","Ehkä nämä kaksi asiaa liittyvät toisiinsa?""",Ehkä nämä tapahtumat ovat yhteydessä toisiinsa?”,-0.6309181253807932
No new measles infections or suspicions of new cases have been discovered after the fifth case.,"Ei uusia tuhkarokko infektioita tai epäilyjä uusia tapauksia on löydetty sen jälkeen, kun viides tapaus.",Uusia tuhkarokkotartuntoja tai niiden epäilyjä ei ole tullut ilmi viidennen varmistuneen tapauksen jälkeen.,-0.43732545925030564
"Hovi specifies that, in practice, companies need to define the job descriptions of every employee.","Hovi määrittelee, että käytännössä yritysten täytyy määritellä toimenkuvat jokaiselle työntekijälle.","Hovi täsmentää, että käytännössä yhtiön on esimerkiksi kartoitettava henkilökunnan toimenkuvat yksilötasolla.",-0.5936884512143342
"I still look the same as that 26-year-old girl, but the difference is that I've learned to like myself and the way I look"", Lampenius wrote.","Olen edelleen samannäköisiä kuin, että 26-vuotias tyttö, mutta ero on, että olen oppinut pitämään itsestäni ja ulkonäöstäni"", Lampenius kirjoitti.","Näytän yhä paljolti samalta, kuin tuo 26-vuotias tyttö, mutta ero on siinä, että olen oppinut pitämään itsestäni ja siitä, miltä näytän, Lampenius kirjoitti.",1.3234218647679115
Half of the interviews were conducted in Jordan and half in Lebanon.,Puolet haastatteluista suoritettiin vuonna Jordan ja puoli Libanonissa.,Puolet haastatteluista tehtiin Jordaniassa ja puolet Libanonissa.,0.9723846759212925
"Christa Grönlund, press manager of Viking Line, said to IS that the ship had a technical fault.","Christa Grönlund, paina manager Viking Line, sanoi, että alus oli tekninen vika.","Vikingin viestintäpäällikkö Christa Grönlund sanoo IS:lle, että laitaan tuli tekninen vika.",0.09189619441548616
"Although countershading is common, the findings come as surprise because Borealopelta's size far exceeds that of countershaded animals alive today.","Vaikka countershading on yhteinen, havainnot yllätys, koska Borealopelta on kooltaan huomattavasti suurempi kuin countershaded eläimet elossa.","Havainto oli silti yllätys, koska Borealopelta on huomattavasti suurempi kuin nykyiset eläimet, joilla on vastaava väritys.",0.6222106048685426
"Before the car, which had four black passengers and a white driver, could reach the bridge, a group of white men with guns stepped forward to block its path.","Ennen kuin auto, jossa oli neljä mustaa matkustajien ja valkoinen driver, voisi saavuttaa silta, ryhmä valkoinen aseistautunutta miestä astui esiin estää sen polku.","Autossa on neljä mustaihoista matkustajaa ja valkoinen kuljettaja. Neljä aseistettua miestä tukkii tien, ennen kuin auto ehtii sillalle.",-0.4401275834164136
"In the United States, a grand jury has issued indictments with regard to the meeting between Donald Trump Jr. and Natalia Veselnitskaya, a Russian legal counsel.","Yhdysvalloissa suuri valamiehistö on antanut syytteiden osalta tapaaminen Donald Trump Jr. ja Natalia Veselnitskaya, venäläinen lakimies.",Yhdysvalloissa suuri valamiehistö on lähettänyt haasteita Donald Trump Jr:n ja venäläisasianajaja Natalia Veselnitskajan tapaamiseen liittyen.,0.9870097868463458
The very first Day of Light will be celebrated at UNESCO's headquarters in the centre of Paris on 16 May.,Ensimmäinen Päivä Valo tulee vietetään UNESCON päämajassa Pariisin keskustassa 16.Toukokuuta.,Ensimmäistä Valon päivä juhlistetaan Unescon päämajassa Pariisin keskustassa 16. toukokuuta.,0.9295291620259115
"""We have the ability and will to identify and track them, and to bring them to justice"", Blanco stated in his statement.","""Meillä on kykyä ja tahtoa tunnistaa ja seurata niitä, ja tuoda heidät oikeuden eteen"", Blanco totesi lausunnossaan.","Meillä on kyky ja halu tunnistaa, löytää ja saattaa heidät oikeuden eteen, Blanco kertoi tiedotteessa.",0.13823110557789864
"""We have many customers for which it's really difficult to make this transition, because their applications and other solutions are tied to a closed database"", says Widenius.","""Meillä on paljon asiakkaita, joita varten se on todella vaikeaa tehdä tämä siirtyminen, koska heidän sovelluksia ja muut ratkaisut ovat sidottu kiinni tietokanta"", sanoo Widenius.","""On paljon asiakkaita, joille siirtyminen on todella vaikeaa, koska niiden vanhat sovellukset ja muut ovat suljetussa tietokannassa kiinni"", Widenius sanoo.",0.3346304213679984
"UCLA will close its practices once camp is finished, no easy task given the clear sight lines of its fields from an adjacent parking lot and the adjoining Luskin Center, an upscale hotel that has already been pelted with footballs that cleared a protective net behind a goalpost.","UCLA on majoitusliike, sen käytäntöjen, kun leiri on valmis, ei ole helppo tehtävä, koska selkeä näky linjat sen kenttien vieressä on parkkipaikka ja vieressä Luskin Center, hyväpalkkainen hotelli, joka on jo ollut pelted kanssa jalkapallot, että selvitetty suojaverkko takana maaliviivalla.","UCLA sulkee harjoitukset ulkopuolisilta leirin jälkeen. Se ei ole helppoa, kun otetaan huomioon suora näkymä harjoituskentiltä viereiselle pysäköintialueelle ja Luskin Centeriin, tasokkaaseen hotelliin, jota on jo pommitettu maalitolpan takana olevan suojaverkon yli lentäneillä jalkapalloilla.",-0.788045223936035
"The main product of MariaDB, established by coder and entrepreneur Michael ""Monty"" Widenius, is free of charge for its users, and it can be developed by any skilled programmer through the Internet.","Tärkein tuote MariaDB, joka on perustettu koodaaja ja yrittäjä Michael ""Monty"" Widenius, on ilmainen sen käyttäjille, ja se voi olla kehitetty mitään taitava ohjelmoija Internetin kautta.","Koodariyrittäjä Michael ""Monty"" Wideniuksen perustaman MariaDB:n päätuote ei maksa käyttäjille yhtään mitään, ja sitä voi kehittää netin kautta kuka tahansa etevä ohjelmoija.",0.17877773717970702
"As a result of the controversial elections, Venezuela received new delegates who are authorised, for example, to amend the nation's constitution.","Seurauksena kiistanalainen vaaleissa, Venezuela saaneet uusia edustajia, jotka ovat saaneet toimiluvan, jos esimerkiksi haluat muuttaa maan perustuslakia.","Kiistanalaisessa äänestyksessä maalle valittiin edustajisto, joka voi muun muassa muuttaa maan perustuslakia.",-0.29021045071787355
Financial Fair Play rules launched by UEFA in 2011 mean that PSG will eventually have to show that Neymar's transfer was funded without incurring huge losses.,"Financial Fair Play-säännöt käynnistänyt UEFA: n vuonna 2011 tarkoita, että PSG on lopulta osoittavat, että Neymar on siirto rahoitettiin ilman, että siitä aiheutuu suuria tappioita.","UEFA otti vuonna 2011 käyttöön reilun pelin taloussäännöt. Niiden mukaan PSG:n on pystyttävä osoittamaan, että Neymarin siirto on rahoitettu ilman suuria tappioita.",-0.3010207491154304
"""It's very, very sad that my brother Paul has chosen to sue me and drag our family name through the courts,"" he wrote.","""Se on hyvin, hyvin surullista, että veljeni Paul on päättänyt haastaa minut oikeuteen ja vedä meidän perheen nimi tuomioistuinten kautta,"" hän kirjoitti.","”On hyvin surullista, että veljeni Paul on päättänyt haastaa minut oikeuteen ja vetää perheemme nimen mukaan oikeustaisteluun”, hän kirjoitti.",1.6790737648588017
"""Anita Savelainen's study and dissertation proved it"", Oranen says.","""Anita Savelainen tutkimus ja väitöskirja todisti sen"", Oranen sanoo.","Anita Savelaisen tutkimus ja väitös sen paljasti, Oranen sanoo.",1.3520796945236
"What does Aino Määttä, vice president at Sinituote, have to say?","Mitä Aino Määttä varatoimitusjohtaja klo Sinituote, täytyy sanoa?",Mitä sanoo Sinituotteen varatoimitusjohtaja Aino Määttä?,1.0249125806745811
"At this stage, he had already established a company to develop MariaDB.",Tässä vaiheessa hän oli jo perustettu yhtiö kehittää MariaDB.,"Hän oli jo tässä vaiheessa perustanut yrityksen, joka alkoi kehittää MariaDB:tä.",0.348041891353801
Moffatt was sentenced to 100 hours of unpaid community service.,Moffatt tuomittiin 100 tuntia palkatonta vapaaehtoistyötä.,Moffattin tulee suorittaa sata tuntia palkatonta yhteiskuntapalvelua.,-0.30805952257036834
"He's also been pretty deft at using Facebook as a primary means to connect with his constituents, playfully debuting his hairless head after chemo treatments on his page.","Hän on myös ollut aika näppärä käyttää Facebook kuten ensisijainen keino yhdistää hänen osatekijöiden, leikkisästi debytoi hänen kalju päänsä sen jälkeen, kun kemoterapia hoitoja hänen sivulla.",Hän on myös käyttänyt osaavasti Facebookia pääasiallisena yhteydenpitokanavana äänestäjiinsä ja julkaissut siellä kuvan kemoterapiassa kaljuuntuneesta päästään.,-1.0034856875425076
Tyson Fury beat him by the unanimous decision of the judges in November 2015.,Tyson Fury voittaa hänet yksimielisellä päätöksellä tuomareiden marraskuussa 2015.,Tyson Fury löi hänet pistein marraskuussa 2015.,0.05856685208609855
Here are some of the financial aspects of Neymar's move to France.,Täällä ovat joitakin taloudellisia näkökohtia Neymar on muuttaa Ranskaan.,Neymarin siirtoon Ranskaan liittyy monenlaisia taloudellisia näkökohtia.,0.3451464159992068
"""Hang yourself, jump off a building, stab yourself I don't know there's a lot of ways,"" she said in several messages sent in the two weeks before his death while he was on holiday with his family.","""Roikkua itse, hypätä pois rakennus, puukottaa itse en tiedä, siellä on paljon tapoja,"", hän sanoi useita viestejä lähetetään kaksi viikkoa ennen hänen kuolemaansa, kun hän oli lomalla perheensä kanssa.","”Hirtä itsesi, hyppää katolta, puukota itseäsi. En minä tiedä, tapoja on monia”, Carter kirjoitti monissa viesteissä, joita hän oli lähettänyt Roylle tämän kuolemaa edeltäneiden kahden viikon aikana. Roy oli tuolloin lomalla perheensä kanssa.",-0.60157682260805
"""We're putting this enormous load on them for three or four days and it's very challenging,"" Mora said.","""Laitamme tämä valtava kuormitus niitä kolme tai neljä päivää, ja se on erittäin haastava,"" Mora sanoi.","”Kuormitamme heitä todella paljon kolmen tai neljän päivän ajan, ja se on hyvin haasteellista”, Mora sanoo.",-0.8028622798650319
"""In recent years, I've trained and been fit all the time.","""Viime vuosina olen kouluttanut ja ollut kunnossa koko ajan.",Olen viime vuosina treenannut ja ollut hyvässä kunnossa koko ajan.,0.8387855898073613
"""We embrace it and we're trying to understand it and we'll push on that until we work it out,"" Black said.","""Me omaksua se ja yritämme ymmärtää sitä ja olemme työnnä kunnes me work it out"", Musta sanoi.","”Tämä on tervetullutta, ja jatkamme sen tutkimista niin kauan, että ymmärrämme, mistä on kysymys”, Black sanoo.",-1.6284747017116614
Lampenius has previously posted photos from her past and also talked about difficult subjects.,Lampenius on aiemmin lähetetty kuvia menneisyydestä ja puhui myös vaikeita aiheita.,Lampenius on aiemminkin julkaissut kuvia menneisyydestään ja puhunut myös kipeistä aiheista.,0.6253213834199829
"""The whole Council and the whole Congress was pleased ... that the Russian federation recognized themselves that they have been through some pretty torrid times and are doing everything possible to make sure the federation is reengineered.""","""Koko Neuvosto ja koko Kongressi oli tyytyväinen, että venäjän federaatio tunnusti itse, että he ovat käyneet läpi joitakin melko kiihkeä kertaa ja tekevät kaikkensa varmista, että liitto on muutettu.""","”Koko neuvosto ja kongressi olivat tyytyväisiä siihen, että Venäjän yleisurheiluliitto myönsi maan käyneen läpi vaikeita aikoja ja ilmoitti tekevänsä kaikkensa toimintansa järjestämiseksi uudelleen.”",-0.7401671562260789
The rider was elated when wheelchair racer Leo-Pekka Tähti was selected the Athlete of the Year in Finland.,"Ratsastaja oli riemuissaan, kun pyörätuolin racer Leo-Pekka Tähti valittiin Vuoden Urheilijaksi Suomessa.",Laskija ilahtui kovin pyörätuolikelaaja Leo-Pekka Tähden valinnasta vuoden urheilijaksi.,-0.3168109019179993
One anonymous resident said: 'They moved there on Monday night after being moved on from Bentley Heath where they were throwing rocks at passers by.,"Yksi nimetön asukas sanoi: 'He muuttivat sinne maanantai-iltana sen jälkeen kun se on siirtynyt Bentley Heath, missä he olivat kivittää ohikulkijoita.","Nimettömänä pysyttelevä asukas kertoo kiertolaisten tulleen maanantai-iltana Bentley Heathista, jossa he olivat heitelleet ohikulkijoita kivillä.",-0.32012501862659615
"""The weather has hard, but I was able to hang on and had a good finish"", Poulter said.","""Sää on kova, mutta pystyin roikkumaan ja oli hyvä lopettaa"", Poulter sanoi.","Keli oli raaka, mutta roikuin mukana ja lopulta päivä oli hyvä, Poulter tuumi.",-0.980935823581491
"The power of the lightning threw Dunn, who was working near the wing, to the ground.","Voima salama heitti Dunn, joka työskenteli lähellä siiven maahan.",Salaman voima heitti koneen siiven lähellä olevan Dunnin maahan.,-0.5092265095404014
"Never mind that someone or several people are shot dead in the street every day in Sinaloa, or that the cemetery is filled with ornate, two-story mausoleums for drug kings, larger than many homes for the living.","Koskaan mielessä, että joku tai useita ihmisiä on ammuttu kadulla joka päivä Sinaloa, tai että hautausmaa on täynnä koristeellinen, kaksikerroksinen mausoleums huumeiden kings, suurempi kuin monissa kodeissa eläville.","Sinaloan kaduilla ammutaan joku tai useita ihmisiä kuoliaiksi päivittäin, ja hautausmaalla on huumeparonien koristeellisia kaksikerroksisia hautarakennuksia, jotka ovat suurempia kuin monien kotitalot.",-0.23575075152989344
"Kilju is prepared through fermentation, while moonshine is made by means of distillation.","Kilju kulttuurissa on valmis läpi käyminen, kun pontikka on valmistettu avulla tislaus.","Kilju valmistetaan käymisteitse, pontikka taas tislaamalla.",-0.8789364904337746
"At this point, MariaDB focuses on growth, not on profit, and Paqvalén has little to say about the company's key figures.","Tässä vaiheessa, MariaDB keskitytään kasvuun, ei voittoa, ja Paqvalén on vähän sanottavaa yhtiön tunnusluvut.","Kasvuun keskittyvä MariaDB ei tee vielä voittoa, ja Paqvalén on niukkasanainen yhtiön tunnusluvuista.",0.3425682152930037
Finland's top scorer was Piia Korhonen with 14 points.,Suomen paras maalintekijä oli Piia Korhonen 14 pistettä.,Suomen tehokkain oli 14 pistettä kerännyt Piia Korhonen.,-0.021578853307046866
"Petitions criticizing his stand on the Treaty of Amity, Commerce, and Navigation with Britain overwhelmed his office, according to the historical documents collected by the online Papers of George Washington Project.","Vetoomukset kritisoi hänen seistä Ystävyys -, Kauppa-ja Navigointi-Britannia hukkua hänen toimistossaan, mukaan historiallisia asiakirjoja keräämät online-Paperit George Washington-Hanke.","Presidentin toimistoon tulvi vetoomuksia, joissa arvosteltiin Jayn sopimusta eli Yhdysvaltain ja Britannian välistä yhteistyö-, kauppa- ja merenkulkusopimusta. Tämä käy ilmi Papers of George Washington -verkkoprojektin keräämistä asiakirjoista.",-0.6772573037562603
People are often uncertain of what liquids they can carry or how much of them.,"Ihmiset ovat usein epävarmoja siitä, mitä nesteitä, he voivat tehdä tai miten paljon niistä.","Matkustajat eivät useinkaan tiedä, mitä nesteitä lentokoneeseen saa viedä ja kuinka paljon.",-0.8904949078850696
"Eric Chaisse, an expert at the Provence-based agricultural research institute CRIEPPAM, said: ""Lavender in Provence is effectively endangered, because in recent years the plant has been subjected to the effects of climate change that brought a lot less rain in the spring and mostly in the autumn.","Eric Chaisse, asiantuntija Provence-pohjainen maatalouden tutkimuslaitos CRIEPPAM, sanoi: ""Laventeli Provence on todellakin uhanalaisten, koska viime vuosina tehtaalla on tehty ilmastonmuutoksen vaikutuksia, jotka toivat paljon vähemmän sadetta keväällä ja etenkin syksyllä.","”Laventeli on suorastaan uhanalainen Provencen alueella, koska se on kärsinyt viime vuosina ilmastonmuutoksen vaikutuksista. Niiden myötä kevään ja etenkin syksyn sademäärät ovat pienentyneet selvästi”, sanoo Provencessa sijaitsevan, maatalouteen erikoistuneen CRIEPPAM-tutkimuslaitoksen asiantuntija Eric Chaisse.",0.1914575713224251
"Lathem and Warren were confirmed to be at the building by security cameras, he said.","Lathem ja Warren vahvistettiin olevan rakennuksen turvallisuus-kamerat, hän sanoi.","Hän kertoi turvakameroiden paljastaneen, että Lathem ja Warren olivat olleet rakennuksessa.",-0.455451237844013
"According to Kenneth Blanco, acting director of the Financial Crimes Enforcement Network, this case indicates that the USA is also able to chase cybercriminals operating in other countries.","Mukaan Kenneth Blanco, vt johtaja Financial Crimes Enforcement Network, tämä tapaus osoittaa, että USA on myös mahdollisuus jahdata verkkorikollisille, jotka toimivat muissa maissa.","Oikeusministeriön rikososaston vt. johtajan Kenneth Blancon mukaan tapaus osoittaa, että Yhdysvallat kykenee jahtaamaan myös muissa toimivia cyberrikollisia.",-0.25904003240239265
"""I have been hiding in my house for two days.""","""Olen ollut piilossa kotonani kaksi päivää.""",”Olen piileskellyt kotona kaksi päivää.”,-0.1376231387981411
